0.001,6413.12
0.0015,2317
0.002,1097.5
0.003,374.879
0.004,171.947
0.005,92.1834
0.006,472.361
0.008,224.853
0.01,122.981
0.02,17.4573
0.03,5.47517
0.04,2.44104
0.05,1.33616
0.06,0.839751
0.08,0.436179
0.1,0.286572
0.15,0.166829
0.2,0.130685
0.3,0.102915
0.4,0.0897164
0.5,0.081099
0.6,0.0746263
0.8,0.0651886
1,0.058392
1.25,0.0520214
1.5,0.0471359
2,0.0400308
3,0.0313078
4,0.0260317
5,0.0224407
6,0.0198147
8,0.0161955
10,0.0137932
15,0.0102189
20,0.00821307
