0.001,1260.95
0.0015,390.293
0.002,2315.99
0.003,794.248
0.004,357.99
0.005,190.433
0.006,113.023
0.008,49.2384
0.01,25.7313
0.02,3.43071
0.03,1.13145
0.04,0.572599
0.05,0.371021
0.06,0.279466
0.08,0.201797
0.1,0.169639
0.15,0.136605
0.2,0.121265
0.3,0.103827
0.4,0.0928573
0.5,0.0848094
0.6,0.0784797
0.8,0.0689157
1,0.0618783
1.25,0.055214
1.5,0.0500736
2,0.0425675
3,0.0333201
4,0.0277157
5,0.0238978
6,0.0211046
8,0.0172531
10,0.0146957
15,0.0108894
20,0.00875283
