1,0,3.19769e-19,8.55274e-25,2.48758e-22
2,0,5.21697e-20,2.05481e-24,1.85808e-22
3,5.8156e-253,1.74638e-20,3.12696e-24,1.3932e-22
4,7.7572e-128,7.87981e-21,4.04066e-24,6.79347e-23
5,1.4899e-73,4.02742e-20,4.8138e-24,1.11192e-22
6,1.9835e-46,2.47836e-20,5.46917e-24,1.01135e-22
7,2.173e-31,1.63046e-20,6.02691e-24,8.96904e-23
8,3.238e-22,1.12897e-20,6.50353e-24,7.95719e-23
9,1.6223e-16,8.13803e-21,6.91236e-24,7.10963e-23
10,5.6155e-13,6.0588e-21,7.26411e-24,6.39241e-23
11,1.3339e-10,4.63179e-21,7.56747e-24,5.78089e-23
12,6.9583e-09,3.61976e-21,7.82953e-24,5.24697e-23
13,1.3861e-07,2.88198e-21,8.05613e-24,4.77363e-23
14,1.4733e-06,2.33133e-21,8.2521e-24,4.3587e-23
15,9.1449e-06,1.91193e-21,8.42148e-24,3.9929e-23
16,3.7801e-05,1.58683e-21,8.57874e-24,3.66341e-23
17,0.00011621,1.33088e-21,8.72422e-24,3.36429e-23
18,0.00028597,1.1266e-21,8.85869e-24,3.10156e-23
19,0.00058702,9.61548e-22,8.98286e-24,2.864e-23
20,0.0010601,8.2696e-22,9.0974e-24,2.65441e-23
21,0.0017285,7.15833e-22,9.20296e-24,2.46322e-23
22,0.0025741,6.23546e-22,9.30013e-24,2.29503e-23
23,0.0036009,5.46291e-22,9.38945e-24,2.14095e-23
24,0.004777,4.81144e-22,9.47146e-24,2.00198e-23
25,0.006042,4.25837e-22,9.54664e-24,1.87795e-23
26,0.0073444,3.7859e-22,9.61544e-24,1.76671e-23
27,0.0086514,3.37995e-22,9.6783e-24,1.661e-23
28,0.010005,3.02929e-22,9.7356e-24,1.56516e-23
29,0.011283,2.72486e-22,9.78773e-24,1.47837e-23
30,0.01242,2.45936e-22,9.83502e-24,1.39947e-23
31,0.013536,2.22678e-22,9.8778e-24,1.32752e-23
32,0.014537,2.02221e-22,9.91637e-24,1.26168e-23
33,0.0154,1.84159e-22,9.95101e-24,1.20127e-23
34,0.016239,1.68153e-22,9.98199e-24,1.14568e-23
35,0.016932,1.53922e-22,1.00095e-23,1.09438e-23
36,0.017397,1.41228e-22,1.00339e-23,1.04694e-23
37,0.017919,1.2987e-22,1.00553e-23,1.00173e-23
38,0.018443,1.19679e-22,1.00739e-23,9.58588e-24
39,0.018659,1.10509e-22,1.00899e-23,9.18497e-24
40,0.018794,1.02238e-22,1.01035e-23,8.81167e-24
41,0.018945,9.47573e-23,1.01148e-23,8.46341e-24
42,0.018944,8.79768e-23,1.0124e-23,8.13794e-24
43,0.018972,8.18169e-23,1.01312e-23,7.83324e-24
44,0.018992,7.62088e-23,1.01366e-23,7.53775e-24
45,0.018953,7.10926e-23,1.01403e-23,7.25648e-24
46,0.018794,6.64161e-23,1.01424e-23,6.99228e-24
47,0.018562,6.21335e-23,1.0143e-23,6.74375e-24
48,0.018446,5.82045e-23,1.01422e-23,6.50965e-24
49,0.018302,5.45937e-23,1.014e-23,6.28885e-24
50,0.018022,5.127e-23,1.01367e-23,6.08032e-24
51,0.017699,4.82056e-23,1.01322e-23,5.88316e-24
52,0.017462,4.53759e-23,1.01267e-23,5.69652e-24
53,0.01723,4.27592e-23,1.01202e-23,5.51964e-24
54,0.016902,4.03361e-23,1.01128e-23,5.34584e-24
55,0.016584,3.8089e-23,1.01045e-23,5.17882e-24
56,0.016379,3.60026e-23,1.00954e-23,5.02021e-24
57,0.016126,3.40628e-23,1.00856e-23,4.86945e-24
58,0.022881,3.22572e-23,1.00751e-23,4.72601e-24
59,0.03571,3.05744e-23,1.00639e-23,4.58941e-24
60,0.028227,2.90044e-23,1.00522e-23,4.45922e-24
61,0.015276,2.7538e-23,1.00399e-23,4.33503e-24
62,0.01496,2.61668e-23,1.0027e-23,4.21457e-24
63,0.013997,2.48833e-23,1.00137e-23,4.09644e-24
64,0.013654,2.36808e-23,1e-23,3.98358e-24
65,0.013255,2.2553e-23,9.98584e-24,3.87568e-24
66,0.01295,2.14942e-23,9.9713e-24,3.77243e-24
67,0.017563,2.04995e-23,9.95641e-24,3.67357e-24
68,0.01726,1.95639e-23,9.94119e-24,3.57886e-24
69,0.013103,1.86834e-23,9.92568e-24,3.48805e-24
70,0.011692,1.78538e-23,9.90988e-24,3.40094e-24
71,0.0093381,1.70717e-23,9.89384e-24,3.31731e-24
72,0.0091129,1.63338e-23,9.87756e-24,3.23699e-24
73,0.0088675,1.5637e-23,9.86107e-24,3.15969e-24
74,0.0086911,1.49785e-23,9.84439e-24,3.08221e-24
75,0.0084939,1.43557e-23,9.82753e-24,3.00771e-24
76,0.0083088,1.37664e-23,9.81051e-24,2.93603e-24
77,0.008049,1.32083e-23,9.79334e-24,2.86704e-24
78,0.0078238,1.26795e-23,9.77605e-24,2.8006e-24
79,0.0076997,1.2178e-23,9.75863e-24,2.73659e-24
80,0.007527,1.17021e-23,9.74111e-24,2.67488e-24
81,0.0072764,1.12503e-23,9.7235e-24,2.61536e-24
82,0.0070142,1.0821e-23,9.70581e-24,2.55794e-24
83,0.0067996,1.0413e-23,9.68804e-24,2.5025e-24
84,0.0066138,1.00249e-23,9.67022e-24,2.44897e-24
85,0.0064365,9.65547e-24,9.65234e-24,2.39724e-24
86,0.0062767,9.30373e-24,9.63442e-24,2.34725e-24
87,0.0060448,8.9686e-24,9.61646e-24,2.29891e-24
88,0.0059185,8.64914e-24,9.59847e-24,2.25214e-24
89,0.0057555,8.34446e-24,9.58047e-24,2.20578e-24
90,0.005514,8.05371e-24,9.56245e-24,2.16061e-24
91,0.0053192,7.77614e-24,9.54442e-24,2.11688e-24
92,0.0050046,7.51101e-24,9.52639e-24,2.07453e-24
93,0.004812,7.25764e-24,9.50837e-24,2.03351e-24
94,0.0047464,7.0154e-24,9.49036e-24,1.99375e-24
95,0.0045549,6.7837e-24,9.47236e-24,1.9552e-24
96,0.0043647,6.56198e-24,9.45437e-24,1.91782e-24
97,0.0041756,6.34971e-24,9.43642e-24,1.88156e-24
98,0.0039303,6.14641e-24,9.41848e-24,1.84637e-24
99,0.003729,5.95162e-24,9.40058e-24,1.81221e-24
100,0.0035481,5.9826e-24,9.38272e-24,1.77904e-24
101,0.0033846,5.80076e-24,9.36489e-24,1.74683e-24
102,0.003224,5.62618e-24,9.3471e-24,1.71553e-24
103,0.0029952,5.45851e-24,9.32936e-24,1.6851e-24
104,0.0028272,5.29742e-24,9.31166e-24,1.65553e-24
105,0.002692,5.14258e-24,9.29401e-24,1.62677e-24
106,0.0025175,4.99369e-24,9.27641e-24,1.5988e-24
107,0.0023486,4.85047e-24,9.25886e-24,1.57158e-24
108,0.0021365,4.71266e-24,9.24137e-24,1.5451e-24
109,0.0019572,4.58e-24,9.22394e-24,1.51927e-24
110,0.0017581,4.45226e-24,9.20656e-24,1.49322e-24
111,0.0015766,4.3292e-24,9.18925e-24,1.46786e-24
112,0.001434,4.21063e-24,9.17199e-24,1.44316e-24
113,0.0012451,4.09633e-24,9.1548e-24,1.4191e-24
114,0.0010903,3.98611e-24,9.13768e-24,1.39566e-24
115,0.00092947,3.8798e-24,9.12062e-24,1.37282e-24
116,0.00073944,3.77723e-24,9.10362e-24,1.35056e-24
117,0.00057339,3.67823e-24,9.0867e-24,1.32885e-24
118,0.00039771,3.58265e-24,9.06984e-24,1.30768e-24
119,0.00020345,3.49034e-24,9.05305e-24,1.28703e-24
120,0,3.40117e-24,9.03633e-24,1.26689e-24
121,0,3.31499e-24,9.01968e-24,1.24723e-24
122,0,3.2317e-24,9.0031e-24,1.22804e-24
123,0,3.15117e-24,8.98659e-24,1.20931e-24
124,0,3.07328e-24,8.97016e-24,1.19103e-24
125,0,2.99793e-24,8.9538e-24,1.17317e-24
126,0,2.92502e-24,8.93751e-24,1.15572e-24
