0.001,5463.35
0.0015,2579.09
0.002,1371.06
0.003,1935.36
0.004,1304.41
0.005,779.148
0.006,497.548
0.008,238.635
0.01,133.582
0.02,85.7253
0.03,30.045
0.04,14.1277
0.05,7.87371
0.06,4.90226
0.08,2.34305
0.1,5.51443
0.15,2.0116
0.2,0.997768
0.3,0.402383
0.4,0.231776
0.5,0.161232
0.6,0.124917
0.8,0.0889813
1,0.0713194
1.25,0.0586308
1.5,0.0506078
2,0.0406994
3,0.0303622
4,0.0247214
5,0.0210606
6,0.018455
8,0.0149441
10,0.0126567
15,0.0093059
20,0.00744923
