0.001,9107.13
0.0015,3995.11
0.002,1972.18
0.003,762.264
0.004,378.536
0.005,840.821
0.006,613.707
0.008,290.352
0.01,160.465
0.02,24.9433
0.03,8.3787
0.04,22.0826
0.05,12.252
0.06,7.52101
0.08,3.47437
0.1,1.92327
0.15,0.692141
0.2,0.364078
0.3,0.176673
0.4,0.121748
0.5,0.0973872
0.6,0.0836496
0.8,0.0680654
1,0.0589301
1.25,0.0513202
1.5,0.0458995
2,0.0384396
3,0.0297136
4,0.0245805
5,0.0211291
6,0.0186221
8,0.0151861
10,0.0129158
15,0.00955077
20,0.00766827
